ID;Unidade Curricular;Semana do 1º Semestre;Semana do 2º Semestre;Curso;Semana do Ano;Turno;Turma;Inscritos no turno;Dia da semana;Hora início da aula;Hora fim da aula;Data da aula;Características da sala pedida para a aula;Sala atribuída à aula
4021;Culturas: Identificações e Diferenciações;6;-;LA;42;L5026TP01;LAA1;49;Ter;13:00:00;14:30:00;11/10/2022;Sala de Aulas normal;2E06
4022;Culturas: Identificações e Diferenciações;5;-;LA;41;L5026TP01;LAA1;49;Ter;13:00:00;14:30:00;04/10/2022;Sala de Aulas normal;2E06
4023;Culturas: Identificações e Diferenciações;4;-;LA;40;L5026TP01;LAA1;49;Ter;13:00:00;14:30:00;27/09/2022;Sala de Aulas normal;2E06
4024;Culturas: Identificações e Diferenciações;3;-;LA;39;L5026TP01;LAA1;49;Ter;13:00:00;14:30:00;20/09/2022;Sala de Aulas normal;2E06
4025;Culturas: Identificações e Diferenciações;16;-;LA;51;L5026TP01;LAA1;49;Qui;14:30:00;16:00:00;15/12/2022;Sala de Aulas normal;1E06
4026;Culturas: Identificações e Diferenciações;13;-;LA;48;L5026TP01;LAA1;49;Qui;14:30:00;16:00:00;24/11/2022;Sala de Aulas normal;AA3.25
4027;Culturas: Identificações e Diferenciações;12;-;LA;47;L5026TP01;LAA1;49;Qui;14:30:00;16:00:00;17/11/2022;Sala de Aulas normal;AA3.23
4028;Culturas: Identificações e Diferenciações;11;-;LA;46;L5026TP01;LAA1;49;Qui;14:30:00;16:00:00;10/11/2022;Sala de Aulas normal;AA3.23
4029;Culturas: Identificações e Diferenciações;10;-;LA;45;L5026TP01;LAA1;49;Qui;14:30:00;16:00:00;03/11/2022;Sala de Aulas normal;AA3.23
4030;Culturas: Identificações e Diferenciações;9;-;LA;44;L5026TP01;LAA1;49;Qui;14:30:00;16:00:00;27/10/2022;Sala de Aulas normal;AA3.23
4031;Culturas: Identificações e Diferenciações;8;-;LA;43;L5026TP01;LAA1;49;Qui;14:30:00;16:00:00;20/10/2022;Sala de Aulas normal;AA3.23
4032;Culturas: Identificações e Diferenciações;7;-;LA;42;L5026TP01;LAA1;49;Qui;14:30:00;16:00:00;13/10/2022;Sala de Aulas normal;AA3.23
4033;Culturas: Identificações e Diferenciações;6;-;LA;41;L5026TP01;LAA1;49;Qui;14:30:00;16:00:00;06/10/2022;Sala de Aulas normal;AA3.23
4034;Culturas: Identificações e Diferenciações;5;-;LA;40;L5026TP01;LAA1;49;Qui;14:30:00;16:00:00;29/09/2022;Sala de Aulas normal;AA3.23
4035;Culturas: Identificações e Diferenciações;4;-;LA;39;L5026TP01;LAA1;49;Qui;14:30:00;16:00:00;22/09/2022;Sala de Aulas normal;AA3.23
4036;Gestão da Imagem Pessoal;11;-;CT;46;02254TP01;CI-CT-01;29;Qui;16:00:00;18:00:00;10/11/2022;Sala de Aulas normal;1E10
4037;Gestão da Imagem Pessoal;10;-;CT;45;02254TP01;CI-CT-01;29;Qui;16:00:00;18:00:00;03/11/2022;Sala de Aulas normal;1E10
4038;Gestão da Imagem Pessoal;9;-;CT;44;02254TP01;CI-CT-01;29;Qui;16:00:00;18:00:00;27/10/2022;Sala de Aulas normal;1E10
4039;Gestão da Imagem Pessoal;8;-;CT;43;02254TP01;CI-CT-01;29;Qui;16:00:00;18:00:00;20/10/2022;Não necessita de sala;
4040;Gestão da Imagem Pessoal;7;-;CT;42;02254TP01;CI-CT-01;29;Qui;16:00:00;18:00:00;13/10/2022;Sala de Aulas normal;1E10
4041;Gestão da Imagem Pessoal;6;-;CT;41;02254TP01;CI-CT-01;29;Qui;16:00:00;18:00:00;06/10/2022;Sala de Aulas normal;1E10
4042;Segurança em Redes e Sistemas de Informação;6;-;METI, MEI;42;00010T02;METI-PL-A1;31;Seg;18:00:00;19:30:00;10/10/2022;Sala Aulas Mestrado;Auditório Afonso de Barros
4043;Segurança em Redes e Sistemas de Informação;5;-;METI, MEI;41;00010T02;METI-PL-A1;31;Seg;18:00:00;19:30:00;03/10/2022;Sala Aulas Mestrado;Auditório Afonso de Barros
4044;Segurança em Redes e Sistemas de Informação;4;-;METI, MEI;40;00010T02;METI-PL-A1;31;Seg;18:00:00;19:30:00;26/09/2022;Sala Aulas Mestrado;Auditório Afonso de Barros
4045;Segurança em Redes e Sistemas de Informação;3;-;METI, MEI;39;00010T02;METI-PL-A1;31;Seg;18:00:00;19:30:00;19/09/2022;Sala Aulas Mestrado;Auditório Afonso de Barros
4046;Segurança em Redes e Sistemas de Informação;6;-;METI, MEI;42;00010T02;METI-PL-A1;31;Seg;19:30:00;21:00:00;10/10/2022;Sala Aulas Mestrado;Auditório Afonso de Barros
4047;Segurança em Redes e Sistemas de Informação;5;-;METI, MEI;41;00010T02;METI-PL-A1;31;Seg;19:30:00;21:00:00;03/10/2022;Sala Aulas Mestrado;Auditório Afonso de Barros
4048;Segurança em Redes e Sistemas de Informação;4;-;METI, MEI;40;00010T02;METI-PL-A1;31;Seg;19:30:00;21:00:00;26/09/2022;Sala Aulas Mestrado;Auditório Afonso de Barros
4049;Segurança em Redes e Sistemas de Informação;3;-;METI, MEI;39;00010T02;METI-PL-A1;31;Seg;19:30:00;21:00:00;19/09/2022;Sala Aulas Mestrado;Auditório Afonso de Barros
4050;Gestão de Unidades de Saúde;7;-;MGSS;43;M2356TP01;MGSSA1;39;Seg;11:00:00;12:30:00;17/10/2022;Sala/anfiteatro aulas;AA3.23
4051;Gestão de Unidades de Saúde;6;-;MGSS;42;M2356TP01;MGSSA1;39;Seg;11:00:00;12:30:00;10/10/2022;Sala Aulas Mestrado;AA3.23
4052;Gestão de Unidades de Saúde;5;-;MGSS;41;M2356TP01;MGSSA1;39;Seg;11:00:00;12:30:00;03/10/2022;Sala Aulas Mestrado;AA3.23
4053;Gestão de Unidades de Saúde;4;-;MGSS;40;M2356TP01;MGSSA1;39;Seg;11:00:00;12:30:00;26/09/2022;Sala Aulas Mestrado;AA3.23
4054;Gestão de Unidades de Saúde;3;-;MGSS;39;M2356TP01;MGSSA1;39;Seg;11:00:00;12:30:00;19/09/2022;Sala Aulas Mestrado;AA3.23
4055;Gestão de Unidades de Saúde;2;-;MGSS;38;M2356TP01;MGSSA1;39;Seg;11:00:00;12:30:00;12/09/2022;Sala Aulas Mestrado;AA3.23
4056;Gestão de Unidades de Saúde;6;-;MGSS;41;M2356TP01;MGSSA1;39;Qui;11:00:00;12:30:00;06/10/2022;Sala Aulas Mestrado;AA3.23
4057;Gestão de Unidades de Saúde;5;-;MGSS;40;M2356TP01;MGSSA1;39;Qui;11:00:00;12:30:00;29/09/2022;Sala Aulas Mestrado;AA3.23
4058;Gestão de Unidades de Saúde;4;-;MGSS;39;M2356TP01;MGSSA1;39;Qui;11:00:00;12:30:00;22/09/2022;Sala Aulas Mestrado;AA3.23
4059;Gestão de Unidades de Saúde;3;-;MGSS;38;M2356TP01;MGSSA1;39;Qui;11:00:00;12:30:00;15/09/2022;Sala Aulas Mestrado;AA3.23
4060;Gestão de Unidades de Saúde;7;-;MGSS;43;M2356TP01;MGSSA1;39;Seg;09:30:00;11:00:00;17/10/2022;Sala/anfiteatro aulas;AA3.23
4061;Gestão de Unidades de Saúde;6;-;MGSS;42;M2356TP01;MGSSA1;39;Seg;09:30:00;11:00:00;10/10/2022;Sala Aulas Mestrado;AA3.23
4062;Gestão de Unidades de Saúde;5;-;MGSS;41;M2356TP01;MGSSA1;39;Seg;09:30:00;11:00:00;03/10/2022;Sala Aulas Mestrado;AA3.23
4063;Gestão de Unidades de Saúde;4;-;MGSS;40;M2356TP01;MGSSA1;39;Seg;09:30:00;11:00:00;26/09/2022;Sala Aulas Mestrado;AA3.23
4064;Gestão de Unidades de Saúde;3;-;MGSS;39;M2356TP01;MGSSA1;39;Seg;09:30:00;11:00:00;19/09/2022;Sala Aulas Mestrado;AA3.23
4065;Gestão de Unidades de Saúde;2;-;MGSS;38;M2356TP01;MGSSA1;39;Seg;09:30:00;11:00:00;12/09/2022;Sala Aulas Mestrado;AA3.23
4066;Gestão de Unidades de Saúde;6;-;MGSS;41;M2356TP01;MGSSA1;39;Qui;09:30:00;11:00:00;06/10/2022;Sala Aulas Mestrado;AA3.23
4067;Gestão de Unidades de Saúde;5;-;MGSS;40;M2356TP01;MGSSA1;39;Qui;09:30:00;11:00:00;29/09/2022;Sala Aulas Mestrado;AA3.23
4068;Gestão de Unidades de Saúde;4;-;MGSS;39;M2356TP01;MGSSA1;39;Qui;09:30:00;11:00:00;22/09/2022;Sala Aulas Mestrado;AA3.23
4069;Gestão de Unidades de Saúde;3;-;MGSS;38;M2356TP01;MGSSA1;39;Qui;09:30:00;11:00:00;15/09/2022;Sala Aulas Mestrado;AA3.23
4070;Bases de Dados Distribuídas Avançadas;13;-;PGCD;48;04290PL01;PG CD;21;Qui;19:30:00;21:00:00;24/11/2022;Sala de Aulas normal;C5.01
4071;Bases de Dados Distribuídas Avançadas;12;-;PGCD;47;04290PL01;PG CD;21;Qui;19:30:00;21:00:00;17/11/2022;Sala de Aulas normal;C5.01
4072;Bases de Dados Distribuídas Avançadas;13;-;PGCD;48;04290PL01;PG CD;21;Qui;18:00:00;19:30:00;24/11/2022;Sala de Aulas normal;C5.01
4073;Bases de Dados Distribuídas Avançadas;12;-;PGCD;47;04290PL01;PG CD;21;Qui;18:00:00;19:30:00;17/11/2022;Sala de Aulas normal;C5.01
4074;Bases de Dados Distribuídas Avançadas;15;-;PGCD;51;04290PL01;PG CD;21;Qua;19:30:00;21:00:00;14/12/2022;Sala de Aulas normal;C3.02
4075;Bases de Dados Distribuídas Avançadas;14;-;PGCD;50;04290PL01;PG CD;21;Qua;19:30:00;21:00:00;07/12/2022;Sala de Aulas normal;C3.02
4076;Bases de Dados Distribuídas Avançadas;13;-;PGCD;49;04290PL01;PG CD;21;Qua;19:30:00;21:00:00;30/11/2022;Sala de Aulas normal;C3.02
4077;Bases de Dados Distribuídas Avançadas;12;-;PGCD;48;04290PL01;PG CD;21;Qua;19:30:00;21:00:00;23/11/2022;Sala de Aulas normal;C3.02
4078;Bases de Dados Distribuídas Avançadas;11;-;PGCD;47;04290PL01;PG CD;21;Qua;19:30:00;21:00:00;16/11/2022;Sala de Aulas normal;C3.02
4079;Bases de Dados Distribuídas Avançadas;15;-;PGCD;51;04290PL01;PG CD;21;Qua;18:00:00;19:30:00;14/12/2022;Sala de Aulas normal;C3.02
4080;Bases de Dados Distribuídas Avançadas;14;-;PGCD;50;04290PL01;PG CD;21;Qua;18:00:00;19:30:00;07/12/2022;Sala de Aulas normal;C3.02
4081;Bases de Dados Distribuídas Avançadas;13;-;PGCD;49;04290PL01;PG CD;21;Qua;18:00:00;19:30:00;30/11/2022;Sala de Aulas normal;C3.02
4082;Bases de Dados Distribuídas Avançadas;12;-;PGCD;48;04290PL01;PG CD;21;Qua;18:00:00;19:30:00;23/11/2022;Sala de Aulas normal;C3.02
4083;Bases de Dados Distribuídas Avançadas;11;-;PGCD;47;04290PL01;PG CD;21;Qua;18:00:00;19:30:00;16/11/2022;Sala de Aulas normal;C3.02
4084;Classes Sociais e Estratificação;14;-;LPES, LSS-PL, LS, LS-PL;50;L6102TP05;SS-PL-B2;29;Qua;19:30:00;21:00:00;07/12/2022;Sala/anfiteatro aulas;1E04
4085;Classes Sociais e Estratificação;13;-;LPES, LSS-PL, LS, LS-PL;49;L6102TP05;SS-PL-B2;29;Qua;19:30:00;21:00:00;30/11/2022;Sala/anfiteatro aulas;1E04
4086;Classes Sociais e Estratificação;12;-;LPES, LSS-PL, LS, LS-PL;48;L6102TP05;SS-PL-B2;29;Qua;19:30:00;21:00:00;23/11/2022;Sala/anfiteatro aulas;1E04
4087;Classes Sociais e Estratificação;11;-;LPES, LSS-PL, LS, LS-PL;47;L6102TP05;SS-PL-B2;29;Qua;19:30:00;21:00:00;16/11/2022;Sala/anfiteatro aulas;1E04
4088;Classes Sociais e Estratificação;10;-;LPES, LSS-PL, LS, LS-PL;46;L6102TP05;SS-PL-B2;29;Qua;19:30:00;21:00:00;09/11/2022;Sala/anfiteatro aulas;1E04
4089;Classes Sociais e Estratificação;9;-;LPES, LSS-PL, LS, LS-PL;45;L6102TP05;SS-PL-B2;29;Qua;19:30:00;21:00:00;02/11/2022;Sala/anfiteatro aulas;1E04
4090;Classes Sociais e Estratificação;8;-;LPES, LSS-PL, LS, LS-PL;44;L6102TP05;SS-PL-B2;29;Qua;19:30:00;21:00:00;26/10/2022;Sala/anfiteatro aulas;1E04
4091;Classes Sociais e Estratificação;7;-;LPES, LSS-PL, LS, LS-PL;43;L6102TP05;SS-PL-B2;29;Qua;19:30:00;21:00:00;19/10/2022;Sala/anfiteatro aulas;1E04
4092;Classes Sociais e Estratificação;6;-;LPES, LSS-PL, LS, LS-PL;42;L6102TP05;SS-PL-B2;29;Qua;19:30:00;21:00:00;12/10/2022;Sala/anfiteatro aulas;1E04
4093;Classes Sociais e Estratificação;4;-;LPES, LSS-PL, LS, LS-PL;40;L6102TP05;SS-PL-B2;29;Qua;19:30:00;21:00:00;28/09/2022;Sala/anfiteatro aulas;1E04
4094;Classes Sociais e Estratificação;3;-;LPES, LSS-PL, LS, LS-PL;39;L6102TP05;SS-PL-B2;29;Qua;19:30:00;21:00:00;21/09/2022;Sala/anfiteatro aulas;1E04
4095;Classes Sociais e Estratificação;14;-;LPES, LSS-PL, LS, LS-PL;50;L6102TP05;SS-PL-B2;29;Qua;18:00:00;19:30:00;07/12/2022;Sala de Aulas normal;1E04
4096;Classes Sociais e Estratificação;13;-;LPES, LSS-PL, LS, LS-PL;49;L6102TP05;SS-PL-B2;29;Qua;18:00:00;19:30:00;30/11/2022;Sala de Aulas normal;1E04
4097;Classes Sociais e Estratificação;12;-;LPES, LSS-PL, LS, LS-PL;48;L6102TP05;SS-PL-B2;29;Qua;18:00:00;19:30:00;23/11/2022;Sala de Aulas normal;1E04
4098;Classes Sociais e Estratificação;11;-;LPES, LSS-PL, LS, LS-PL;47;L6102TP05;SS-PL-B2;29;Qua;18:00:00;19:30:00;16/11/2022;Sala de Aulas normal;1E04
4099;Classes Sociais e Estratificação;10;-;LPES, LSS-PL, LS, LS-PL;46;L6102TP05;SS-PL-B2;29;Qua;18:00:00;19:30:00;09/11/2022;Sala de Aulas normal;1E04
4100;Classes Sociais e Estratificação;9;-;LPES, LSS-PL, LS, LS-PL;45;L6102TP05;SS-PL-B2;29;Qua;18:00:00;19:30:00;02/11/2022;Sala de Aulas normal;1E04
4101;Classes Sociais e Estratificação;8;-;LPES, LSS-PL, LS, LS-PL;44;L6102TP05;SS-PL-B2;29;Qua;18:00:00;19:30:00;26/10/2022;Sala de Aulas normal;1E04
4102;Classes Sociais e Estratificação;7;-;LPES, LSS-PL, LS, LS-PL;43;L6102TP05;SS-PL-B2;29;Qua;18:00:00;19:30:00;19/10/2022;Sala de Aulas normal;1E04
4103;Classes Sociais e Estratificação;6;-;LPES, LSS-PL, LS, LS-PL;42;L6102TP05;SS-PL-B2;29;Qua;18:00:00;19:30:00;12/10/2022;Sala de Aulas normal;1E04
4104;Classes Sociais e Estratificação;4;-;LPES, LSS-PL, LS, LS-PL;40;L6102TP05;SS-PL-B2;29;Qua;18:00:00;19:30:00;28/09/2022;Sala de Aulas normal;1E04
4105;Classes Sociais e Estratificação;3;-;LPES, LSS-PL, LS, LS-PL;39;L6102TP05;SS-PL-B2;29;Qua;18:00:00;19:30:00;21/09/2022;Sala de Aulas normal;1E04
4106;Classes Sociais e Estratificação;2;-;LPES, LSS-PL, LS, LS-PL;38;L6102TP05;SS-PL-B2;29;Qua;18:00:00;19:30:00;14/09/2022;Sala de Aulas normal;1E04
4107;Classes Sociais e Estratificação;2;-;LPES, LSS-PL, LS, LS-PL;38;L6102TP05;SS-PL-B2;29;Qua;16:30:00;18:00:00;14/09/2022;Sala de Aulas normal;1E04
4108;Psicopatologia;16;-;LP;51;L5225TP02;PC4, PC2;69;Sex;13:00:00;14:30:00;16/12/2022;Sala/anfiteatro aulas;Auditório 0NE01
4109;Psicopatologia;13;-;LP;48;L5225TP02;PC4, PC2;69;Sex;13:00:00;14:30:00;25/11/2022;Sala/anfiteatro aulas;Auditório 0NE01
4110;Psicopatologia;12;-;LP;47;L5225TP02;PC4, PC2;69;Sex;13:00:00;14:30:00;18/11/2022;Sala/anfiteatro aulas;Auditório 0NE01
4111;Psicopatologia;11;-;LP;46;L5225TP02;PC4, PC2;69;Sex;13:00:00;14:30:00;11/11/2022;Sala/anfiteatro aulas;Auditório 2
4112;Psicopatologia;10;-;LP;45;L5225TP02;PC4, PC2;69;Sex;13:00:00;14:30:00;04/11/2022;Sala de Aulas normal;Auditório 2
4113;Psicopatologia;9;-;LP;44;L5225TP02;PC4, PC2;69;Sex;13:00:00;14:30:00;28/10/2022;Sala de Aulas normal;Auditório 2
4114;Psicopatologia;8;-;LP;43;L5225TP02;PC4, PC2;69;Sex;13:00:00;14:30:00;21/10/2022;Sala de Aulas normal;Auditório 2
4115;Psicopatologia;7;-;LP;42;L5225TP02;PC4, PC2;69;Sex;13:00:00;14:30:00;14/10/2022;Sala de Aulas normal;Auditório 2
4116;Psicopatologia;6;-;LP;41;L5225TP02;PC4, PC2;69;Sex;13:00:00;14:30:00;07/10/2022;Sala de Aulas normal;Auditório 2
4117;Psicopatologia;5;-;LP;40;L5225TP02;PC4, PC2;69;Sex;13:00:00;14:30:00;30/09/2022;Sala de Aulas normal;Auditório 2
4118;Psicopatologia;4;-;LP;39;L5225TP02;PC4, PC2;69;Sex;13:00:00;14:30:00;23/09/2022;Sala de Aulas normal;Auditório 2
4119;Psicopatologia;16;-;LP;51;L5225TP02;PC4, PC2;69;Sex;09:30:00;11:00:00;16/12/2022;Sala/anfiteatro aulas;Auditório 0NE01
4120;Psicopatologia;15;-;LP;50;L5225TP02;PC4, PC2;69;Sex;09:30:00;11:00:00;09/12/2022;Sala/anfiteatro aulas;Auditório 0NE01
4121;Psicopatologia;14;-;LP;49;L5225TP02;PC4, PC2;69;Sex;09:30:00;11:00:00;02/12/2022;Sala/anfiteatro aulas;Auditório 0NE01
4122;Psicopatologia;13;-;LP;48;L5225TP02;PC4, PC2;69;Sex;09:30:00;11:00:00;25/11/2022;Sala/anfiteatro aulas;Auditório 0NE01
4123;Psicopatologia;12;-;LP;47;L5225TP02;PC4, PC2;69;Sex;09:30:00;11:00:00;18/11/2022;Sala/anfiteatro aulas;Auditório 0NE01
4124;Direito das Sociedades Comerciais I;14;-;MDET;50;M8589TP01;MDETDTA1, MDETDEA1;56;Seg;20:00:00;22:00:00;05/12/2022;Sala Aulas Mestrado;B2.02
4125;Direito das Sociedades Comerciais I;13;-;MDET;49;M8589TP01;MDETDTA1, MDETDEA1;56;Seg;20:00:00;22:00:00;28/11/2022;Sala Aulas Mestrado;B2.02
4126;Direito das Sociedades Comerciais I;12;-;MDET;48;M8589TP01;MDETDTA1, MDETDEA1;56;Seg;20:00:00;22:00:00;21/11/2022;Sala Aulas Mestrado;B2.02
4127;Direito das Sociedades Comerciais I;11;-;MDET;47;M8589TP01;MDETDTA1, MDETDEA1;56;Seg;20:00:00;22:00:00;14/11/2022;Sala Aulas Mestrado;B2.02
4128;Direito das Sociedades Comerciais I;10;-;MDET;46;M8589TP01;MDETDTA1, MDETDEA1;56;Seg;20:00:00;22:00:00;07/11/2022;Sala Aulas Mestrado;B2.02
4129;Direito das Sociedades Comerciais I;9;-;MDET;45;M8589TP01;MDETDTA1, MDETDEA1;56;Seg;20:00:00;22:00:00;31/10/2022;Sala Aulas Mestrado;B2.02
4130;Direito das Sociedades Comerciais I;8;-;MDET;44;M8589TP01;MDETDTA1, MDETDEA1;56;Seg;20:00:00;22:00:00;24/10/2022;Sala Aulas Mestrado;B2.02
4131;Direito das Sociedades Comerciais I;7;-;MDET;43;M8589TP01;MDETDTA1, MDETDEA1;56;Seg;20:00:00;22:00:00;17/10/2022;Sala Aulas Mestrado;B2.02
4132;Direito das Sociedades Comerciais I;6;-;MDET;42;M8589TP01;MDETDTA1, MDETDEA1;56;Seg;20:00:00;22:00:00;10/10/2022;Sala Aulas Mestrado;B2.02
4133;Direito das Sociedades Comerciais I;5;-;MDET;41;M8589TP01;MDETDTA1, MDETDEA1;56;Seg;20:00:00;22:00:00;03/10/2022;Sala Aulas Mestrado;B2.02
4134;Direito das Sociedades Comerciais I;4;-;MDET;40;M8589TP01;MDETDTA1, MDETDEA1;56;Seg;20:00:00;22:00:00;26/09/2022;Sala Aulas Mestrado;B2.02
4135;Direito das Sociedades Comerciais I;3;-;MDET;39;M8589TP01;MDETDTA1, MDETDEA1;56;Seg;20:00:00;22:00:00;19/09/2022;Sala Aulas Mestrado;B2.02
4136;Pensamento Crítico;10;-;CT, LCD, LCD-PL, LDSA, LMATD, LTDA, LTDE, LTDG, LTDIA, LTDSAU, LTDSEG;46;00677TP01;CI-CT-01;26;Qua;09:00:00;11:00:00;09/11/2022;Sala/anfiteatro aulas;AA2.25
4137;Pensamento Crítico;9;-;CT, LCD, LCD-PL, LDSA, LMATD, LTDA, LTDE, LTDG, LTDIA, LTDSAU, LTDSEG;45;00677TP01;CI-CT-01;26;Qua;09:00:00;11:00:00;02/11/2022;Sala/anfiteatro aulas;AA2.25
4138;Pensamento Crítico;8;-;CT, LCD, LCD-PL, LDSA, LMATD, LTDA, LTDE, LTDG, LTDIA, LTDSAU, LTDSEG;44;00677TP01;CI-CT-01;26;Qua;09:00:00;11:00:00;26/10/2022;Sala/anfiteatro aulas;AA2.25
4139;Pensamento Crítico;7;-;CT, LCD, LCD-PL, LDSA, LMATD, LTDA, LTDE, LTDG, LTDIA, LTDSAU, LTDSEG;43;00677TP01;CI-CT-01;26;Qua;09:00:00;11:00:00;19/10/2022;Sala/anfiteatro aulas;AA2.25
4140;Pensamento Crítico;6;-;CT, LCD, LCD-PL, LDSA, LMATD, LTDA, LTDE, LTDG, LTDIA, LTDSAU, LTDSEG;42;00677TP01;CI-CT-01;26;Qua;09:00:00;11:00:00;12/10/2022;Sala/anfiteatro aulas;AA2.25
4141;Pensamento Crítico;4;-;CT, LCD, LCD-PL, LDSA, LMATD, LTDA, LTDE, LTDG, LTDIA, LTDSAU, LTDSEG;40;00677TP01;CI-CT-01;26;Qua;09:00:00;11:00:00;28/09/2022;Sala/anfiteatro aulas;AA2.25
4142;Planeamento e Inovação em Marketing;13;-;MG;49;01784T02;MGA1;47;Qua;08:00:00;09:30:00;30/11/2022;Sala Aulas Mestrado;B2.01
4143;Planeamento e Inovação em Marketing;13;-;MG;48;01784T02;MGA1;47;Sex;08:00:00;09:30:00;25/11/2022;Sala Aulas Mestrado Plus;B2.01
4144;Planeamento e Inovação em Marketing;12;-;MG;47;01784T02;MGA1;47;Sex;08:00:00;09:30:00;18/11/2022;Sala Aulas Mestrado Plus;B2.01
4145;Planeamento e Inovação em Marketing;11;-;MG;46;01784T02;MGA1;47;Sex;08:00:00;09:30:00;11/11/2022;Sala Aulas Mestrado Plus;B2.01
4146;Planeamento e Inovação em Marketing;10;-;MG;45;01784T02;MGA1;47;Sex;08:00:00;09:30:00;04/11/2022;Sala Aulas Mestrado Plus;B2.01
4147;Planeamento e Inovação em Marketing;13;-;MG;49;01784T02;MGA1;47;Seg;13:00:00;14:30:00;28/11/2022;Sala Aulas Mestrado Plus;B2.01
4148;Planeamento e Inovação em Marketing;12;-;MG;48;01784T02;MGA1;47;Seg;13:00:00;14:30:00;21/11/2022;Sala Aulas Mestrado Plus;B2.01
4149;Planeamento e Inovação em Marketing;11;-;MG;47;01784T02;MGA1;47;Seg;13:00:00;14:30:00;14/11/2022;Sala Aulas Mestrado Plus;B2.01
4150;Planeamento e Inovação em Marketing;10;-;MG;46;01784T02;MGA1;47;Seg;13:00:00;14:30:00;07/11/2022;Sala Aulas Mestrado Plus;B2.01
4151;Planeamento e Inovação em Marketing;9;-;MG;44;01784T02;MGA1;47;Sex;08:00:00;09:30:00;28/10/2022;Sala Aulas Mestrado Plus;B2.01
4152;Contabilidade Financeira I;16;-;LE, LFC, LG, LGM, LGRH, LGIL;51;L0638PL26;GRHA1;47;Sex;16:00:00;17:30:00;16/12/2022;Sala/anfiteatro aulas;C4.02
4153;Contabilidade Financeira I;15;-;LE, LFC, LG, LGM, LGRH, LGIL;50;L0638PL26;GRHA1;47;Sex;16:00:00;17:30:00;09/12/2022;Sala de Aulas normal;C4.02
4154;Contabilidade Financeira I;14;-;LE, LFC, LG, LGM, LGRH, LGIL;49;L0638PL26;GRHA1;47;Sex;16:00:00;17:30:00;02/12/2022;Sala de Aulas normal;C4.02
4155;Contabilidade Financeira I;13;-;LE, LFC, LG, LGM, LGRH, LGIL;48;L0638PL26;GRHA1;47;Sex;16:00:00;17:30:00;25/11/2022;Sala de Aulas normal;C4.02
4156;Contabilidade Financeira I;12;-;LE, LFC, LG, LGM, LGRH, LGIL;47;L0638PL26;GRHA1;47;Sex;16:00:00;17:30:00;18/11/2022;Sala de Aulas normal;C4.02
4157;Contabilidade Financeira I;11;-;LE, LFC, LG, LGM, LGRH, LGIL;46;L0638PL26;GRHA1;47;Sex;16:00:00;17:30:00;11/11/2022;Sala de Aulas normal;C4.02
4158;Contabilidade Financeira I;10;-;LE, LFC, LG, LGM, LGRH, LGIL;45;L0638PL26;GRHA1;47;Sex;16:00:00;17:30:00;04/11/2022;Sala de Aulas normal;C4.02
4159;Contabilidade Financeira I;9;-;LE, LFC, LG, LGM, LGRH, LGIL;44;L0638PL26;GRHA1;47;Sex;16:00:00;17:30:00;28/10/2022;Sala de Aulas normal;C4.02
4160;Contabilidade Financeira I;8;-;LE, LFC, LG, LGM, LGRH, LGIL;43;L0638PL26;GRHA1;47;Sex;16:00:00;17:30:00;21/10/2022;Sala de Aulas normal;C4.02
4161;Contabilidade Financeira I;7;-;LE, LFC, LG, LGM, LGRH, LGIL;42;L0638PL26;GRHA1;47;Sex;16:00:00;17:30:00;14/10/2022;Sala de Aulas normal;C4.02
4162;Contabilidade Financeira I;6;-;LE, LFC, LG, LGM, LGRH, LGIL;41;L0638PL26;GRHA1;47;Sex;16:00:00;17:30:00;07/10/2022;Sala de Aulas normal;C4.02
4163;Contabilidade Financeira I;5;-;LE, LFC, LG, LGM, LGRH, LGIL;40;L0638PL26;GRHA1;47;Sex;16:00:00;17:30:00;30/09/2022;Sala de Aulas normal;C4.02
4164;Contabilidade Financeira I;4;-;LE, LFC, LG, LGM, LGRH, LGIL;39;L0638PL26;GRHA1;47;Sex;16:00:00;17:30:00;23/09/2022;Sala de Aulas normal;C4.02
4165;Contabilidade Financeira I;16;-;LE, LFC, LG, LGM, LGRH, LGIL;51;L0638PL26;GRHA1;47;Qui;13:00:00;14:30:00;15/12/2022;Sala/anfiteatro aulas;C4.02
4166;Contabilidade Financeira I;13;-;LE, LFC, LG, LGM, LGRH, LGIL;48;L0638PL26;GRHA1;47;Qui;13:00:00;14:30:00;24/11/2022;Sala de Aulas normal;C4.02
4167;Contabilidade Financeira I;12;-;LE, LFC, LG, LGM, LGRH, LGIL;47;L0638PL26;GRHA1;47;Qui;13:00:00;14:30:00;17/11/2022;Sala de Aulas normal;C4.02
4168;Contabilidade Financeira I;11;-;LE, LFC, LG, LGM, LGRH, LGIL;46;L0638PL26;GRHA1;47;Qui;13:00:00;14:30:00;10/11/2022;Sala de Aulas normal;C4.02
4169;Contabilidade Financeira I;10;-;LE, LFC, LG, LGM, LGRH, LGIL;45;L0638PL26;GRHA1;47;Qui;13:00:00;14:30:00;03/11/2022;Sala de Aulas normal;C4.02
4170;Contabilidade Financeira I;9;-;LE, LFC, LG, LGM, LGRH, LGIL;44;L0638PL26;GRHA1;47;Qui;13:00:00;14:30:00;27/10/2022;Sala de Aulas normal;C4.02
