ID;Curso;Semana do 1º Semestre;Semana do 2º Semestre;Semana do Ano;Unidade Curricular;Turno;Turma;Inscritos no turno;Dia da semana;Hora início da aula;Hora fim da aula;Data da aula;Características da sala pedida para a aula;Sala atribuída à aula
1691;LG;7;-;43;Macroeconomia;L0236T05;GiB2, GiB1;54;Seg;09:30:00;11:00:00;17/10/2022;Anfiteatro aulas;Auditório Afonso de Barros
1692;LG;6;-;42;Macroeconomia;L0236T05;GiB2, GiB1;54;Seg;09:30:00;11:00:00;10/10/2022;Anfiteatro aulas;Auditório Afonso de Barros
1693;LG;5;-;41;Macroeconomia;L0236T05;GiB2, GiB1;54;Seg;09:30:00;11:00:00;03/10/2022;Anfiteatro aulas;Auditório Afonso de Barros
1694;LG;4;-;40;Macroeconomia;L0236T05;GiB2, GiB1;54;Seg;09:30:00;11:00:00;26/09/2022;Anfiteatro aulas;Auditório Afonso de Barros
1695;LG;3;-;39;Macroeconomia;L0236T05;GiB2, GiB1;54;Seg;09:30:00;11:00:00;19/09/2022;Anfiteatro aulas;Auditório Afonso de Barros
1696;LG;2;-;38;Macroeconomia;L0236T05;GiB2, GiB1;54;Seg;09:30:00;11:00:00;12/09/2022;Anfiteatro aulas;Auditório B1.03
1697;CT;13;-;48;Língua Espanhola;00670TP01;CI-CT-01;29;Sex;11:00:00;12:30:00;25/11/2022;Sala de Aulas normal;C5.05
1698;CT;12;-;47;Língua Espanhola;00670TP01;CI-CT-01;29;Sex;11:00:00;12:30:00;18/11/2022;Sala de Aulas normal;C5.05
1699;CT;11;-;46;Língua Espanhola;00670TP01;CI-CT-01;29;Sex;11:00:00;12:30:00;11/11/2022;Sala de Aulas normal;C5.05
1700;CT;10;-;45;Língua Espanhola;00670TP01;CI-CT-01;29;Sex;11:00:00;12:30:00;04/11/2022;Sala de Aulas normal;C5.05
1701;CT;9;-;44;Língua Espanhola;00670TP01;CI-CT-01;29;Sex;11:00:00;12:30:00;28/10/2022;Sala de Aulas normal;C5.05
1702;CT;8;-;43;Língua Espanhola;00670TP01;CI-CT-01;29;Sex;11:00:00;12:30:00;21/10/2022;Sala de Aulas normal;C5.05
1703;CT;7;-;42;Língua Espanhola;00670TP01;CI-CT-01;29;Sex;11:00:00;12:30:00;14/10/2022;Sala de Aulas normal;C5.05
1704;CT;6;-;41;Língua Espanhola;00670TP01;CI-CT-01;29;Sex;11:00:00;12:30:00;07/10/2022;Sala de Aulas normal;C5.05
1705;LIGE, LIGE-PL;14;-;50;Fundamentos de Contabilidade de Gestão;01768TP02;IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B1;37;Ter;08:00:00;09:30:00;06/12/2022;Sala de Aulas normal;B2.02
1706;LIGE, LIGE-PL;13;-;49;Fundamentos de Contabilidade de Gestão;01768TP02;IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B1;37;Ter;08:00:00;09:30:00;29/11/2022;Sala de Aulas normal;B2.02
1707;LIGE, LIGE-PL;12;-;48;Fundamentos de Contabilidade de Gestão;01768TP02;IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B1;37;Ter;08:00:00;09:30:00;22/11/2022;Sala de Aulas normal;B2.02
1708;LIGE, LIGE-PL;11;-;47;Fundamentos de Contabilidade de Gestão;01768TP02;IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B1;37;Ter;08:00:00;09:30:00;15/11/2022;Sala de Aulas normal;B2.02
1709;LIGE, LIGE-PL;10;-;46;Fundamentos de Contabilidade de Gestão;01768TP02;IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B1;37;Ter;08:00:00;09:30:00;08/11/2022;Sala de Aulas normal;B2.02
1710;LIGE, LIGE-PL;8;-;44;Fundamentos de Contabilidade de Gestão;01768TP02;IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B1;37;Ter;08:00:00;09:30:00;25/10/2022;Sala de Aulas normal;B2.02
1711;LIGE, LIGE-PL;7;-;43;Fundamentos de Contabilidade de Gestão;01768TP02;IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B1;37;Ter;08:00:00;09:30:00;18/10/2022;Sala de Aulas normal;B2.02
1712;LIGE, LIGE-PL;6;-;42;Fundamentos de Contabilidade de Gestão;01768TP02;IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B1;37;Ter;08:00:00;09:30:00;11/10/2022;Sala de Aulas normal;B2.02
1713;LIGE, LIGE-PL;5;-;41;Fundamentos de Contabilidade de Gestão;01768TP02;IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B1;37;Ter;08:00:00;09:30:00;04/10/2022;Sala de Aulas normal;B2.02
1714;LIGE, LIGE-PL;4;-;40;Fundamentos de Contabilidade de Gestão;01768TP02;IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B1;37;Ter;08:00:00;09:30:00;27/09/2022;Sala de Aulas normal;B2.02
1715;LIGE, LIGE-PL;3;-;39;Fundamentos de Contabilidade de Gestão;01768TP02;IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B1;37;Ter;08:00:00;09:30:00;20/09/2022;Sala de Aulas normal;B2.02
1716;LIGE, LIGE-PL;2;-;38;Fundamentos de Contabilidade de Gestão;01768TP02;IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B1;37;Ter;08:00:00;09:30:00;13/09/2022;Sala de Aulas normal;B2.02
1717;LIGE, LIGE-PL;15;-;51;Fundamentos de Contabilidade de Gestão;01768TP02;IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B1;37;Qua;11:00:00;12:30:00;14/12/2022;Sala de Aulas normal;1E06
1718;LIGE, LIGE-PL;14;-;50;Fundamentos de Contabilidade de Gestão;01768TP02;IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B1;37;Qua;11:00:00;12:30:00;07/12/2022;Sala de Aulas normal;1E06
1719;LIGE, LIGE-PL;13;-;49;Fundamentos de Contabilidade de Gestão;01768TP02;IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B1;37;Qua;11:00:00;12:30:00;30/11/2022;Sala de Aulas normal;1E06
1720;LIGE, LIGE-PL;12;-;48;Fundamentos de Contabilidade de Gestão;01768TP02;IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B1;37;Qua;11:00:00;12:30:00;23/11/2022;Sala de Aulas normal;1E06
1721;LIGE, LIGE-PL;11;-;47;Fundamentos de Contabilidade de Gestão;01768TP02;IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B1;37;Qua;11:00:00;12:30:00;16/11/2022;Sala de Aulas normal;1E06
1722;LIGE, LIGE-PL;10;-;46;Fundamentos de Contabilidade de Gestão;01768TP02;IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B1;37;Qua;11:00:00;12:30:00;09/11/2022;Sala de Aulas normal;1E06
1723;LIGE, LIGE-PL;8;-;44;Fundamentos de Contabilidade de Gestão;01768TP02;IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B1;37;Qua;11:00:00;12:30:00;26/10/2022;Sala de Aulas normal;1E06
1724;LIGE, LIGE-PL;7;-;43;Fundamentos de Contabilidade de Gestão;01768TP02;IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B1;37;Qua;11:00:00;12:30:00;19/10/2022;Sala de Aulas normal;1E06
1725;LIGE, LIGE-PL;6;-;42;Fundamentos de Contabilidade de Gestão;01768TP02;IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B1;37;Qua;11:00:00;12:30:00;12/10/2022;Sala de Aulas normal;1E06
1726;LIGE, LIGE-PL;4;-;40;Fundamentos de Contabilidade de Gestão;01768TP02;IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B1;37;Qua;11:00:00;12:30:00;28/09/2022;Sala de Aulas normal;1E06
1727;LIGE, LIGE-PL;3;-;39;Fundamentos de Contabilidade de Gestão;01768TP02;IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B1;37;Qua;11:00:00;12:30:00;21/09/2022;Sala de Aulas normal;1E06
1728;LIGE, LIGE-PL;2;-;38;Fundamentos de Contabilidade de Gestão;01768TP02;IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B1;37;Qua;11:00:00;12:30:00;14/09/2022;Sala de Aulas normal;1E06
1729;DEc, DF;5;-;41;Matemática e Métodos Numéricos para Economia e Finanças I;03091TP01;DFA1, DEA1;13;Seg;19:00:00;20:30:00;03/10/2022;Sala Aulas Mestrado;AA3.24
1730;DEc, DF;4;-;40;Matemática e Métodos Numéricos para Economia e Finanças I;03091TP01;DFA1, DEA1;13;Seg;19:00:00;20:30:00;26/09/2022;Sala Aulas Mestrado;AA3.24
1731;DEc, DF;3;-;39;Matemática e Métodos Numéricos para Economia e Finanças I;03091TP01;DFA1, DEA1;13;Seg;19:00:00;20:30:00;19/09/2022;Sala Aulas Mestrado;AA3.24
1732;DEc, DF;2;-;38;Matemática e Métodos Numéricos para Economia e Finanças I;03091TP01;DFA1, DEA1;13;Seg;19:00:00;20:30:00;12/09/2022;Laboratório de Informática;D1.04
1733;DEc, DF;6;-;41;Matemática e Métodos Numéricos para Economia e Finanças I;03091TP01;DFA1, DEA1;13;Sex;19:00:00;20:30:00;07/10/2022;Sala Aulas Mestrado;AA3.24
1734;DEc, DF;5;-;40;Matemática e Métodos Numéricos para Economia e Finanças I;03091TP01;DFA1, DEA1;13;Sex;19:00:00;20:30:00;30/09/2022;Sala Aulas Mestrado;AA3.24
1735;DEc, DF;4;-;39;Matemática e Métodos Numéricos para Economia e Finanças I;03091TP01;DFA1, DEA1;13;Sex;19:00:00;20:30:00;23/09/2022;Sala Aulas Mestrado;AA3.24
1736;DEc, DF;3;-;38;Matemática e Métodos Numéricos para Economia e Finanças I;03091TP01;DFA1, DEA1;13;Sex;19:00:00;20:30:00;16/09/2022;Sala Aulas Mestrado;AA3.24
1737;DEc, DF;5;-;41;Matemática e Métodos Numéricos para Economia e Finanças I;03091TP01;DFA1, DEA1;13;Seg;17:30:00;19:00:00;03/10/2022;Sala Aulas Mestrado;AA3.24
1738;DEc, DF;4;-;40;Matemática e Métodos Numéricos para Economia e Finanças I;03091TP01;DFA1, DEA1;13;Seg;17:30:00;19:00:00;26/09/2022;Sala Aulas Mestrado;AA3.24
1739;DEc, DF;3;-;39;Matemática e Métodos Numéricos para Economia e Finanças I;03091TP01;DFA1, DEA1;13;Seg;17:30:00;19:00:00;19/09/2022;Sala Aulas Mestrado;AA3.24
1740;DEc, DF;2;-;38;Matemática e Métodos Numéricos para Economia e Finanças I;03091TP01;DFA1, DEA1;13;Seg;17:30:00;19:00:00;12/09/2022;Laboratório de Informática;D1.04
1741;DEc, DF;6;-;41;Matemática e Métodos Numéricos para Economia e Finanças I;03091TP01;DFA1, DEA1;13;Sex;17:30:00;19:00:00;07/10/2022;Sala Aulas Mestrado;AA3.24
1742;DEc, DF;5;-;40;Matemática e Métodos Numéricos para Economia e Finanças I;03091TP01;DFA1, DEA1;13;Sex;17:30:00;19:00:00;30/09/2022;Sala Aulas Mestrado;AA3.24
1743;DEc, DF;4;-;39;Matemática e Métodos Numéricos para Economia e Finanças I;03091TP01;DFA1, DEA1;13;Sex;17:30:00;19:00:00;23/09/2022;Sala Aulas Mestrado;AA3.24
1744;DEc, DF;3;-;38;Matemática e Métodos Numéricos para Economia e Finanças I;03091TP01;DFA1, DEA1;13;Sex;17:30:00;19:00:00;16/09/2022;Sala Aulas Mestrado;AA3.24
1745;LETI, LEI, LEI-PL, LIGE, LIGE-PL;14;-;50;Fundamentos de Arquitectura de Computadores;L0705TP22;ET-A6, ET-A5, ET-A4, ET-A3, ET-A2, ET-A1;33;Ter;16:00:00;17:30:00;06/12/2022;Sala de Aulas normal;C6.02
1746;LETI, LEI, LEI-PL, LIGE, LIGE-PL;13;-;49;Fundamentos de Arquitectura de Computadores;L0705TP22;ET-A6, ET-A5, ET-A4, ET-A3, ET-A2, ET-A1;33;Ter;16:00:00;17:30:00;29/11/2022;Sala de Aulas normal;C6.02
1747;LETI, LEI, LEI-PL, LIGE, LIGE-PL;12;-;48;Fundamentos de Arquitectura de Computadores;L0705TP22;ET-A6, ET-A5, ET-A4, ET-A3, ET-A2, ET-A1;33;Ter;16:00:00;17:30:00;22/11/2022;Sala de Aulas normal;C6.02
1748;LETI, LEI, LEI-PL, LIGE, LIGE-PL;11;-;47;Fundamentos de Arquitectura de Computadores;L0705TP22;ET-A6, ET-A5, ET-A4, ET-A3, ET-A2, ET-A1;33;Ter;16:00:00;17:30:00;15/11/2022;Sala de Aulas normal;C6.02
1749;LETI, LEI, LEI-PL, LIGE, LIGE-PL;10;-;46;Fundamentos de Arquitectura de Computadores;L0705TP22;ET-A6, ET-A5, ET-A4, ET-A3, ET-A2, ET-A1;33;Ter;16:00:00;17:30:00;08/11/2022;Sala de Aulas normal;C6.02
1750;LETI, LEI, LEI-PL, LIGE, LIGE-PL;8;-;44;Fundamentos de Arquitectura de Computadores;L0705TP22;ET-A6, ET-A5, ET-A4, ET-A3, ET-A2, ET-A1;33;Ter;16:00:00;17:30:00;25/10/2022;Sala de Aulas normal;C6.02
1751;LETI, LEI, LEI-PL, LIGE, LIGE-PL;7;-;43;Fundamentos de Arquitectura de Computadores;L0705TP22;ET-A6, ET-A5, ET-A4, ET-A3, ET-A2, ET-A1;33;Ter;16:00:00;17:30:00;18/10/2022;Sala de Aulas normal;C6.02
1752;LETI, LEI, LEI-PL, LIGE, LIGE-PL;6;-;42;Fundamentos de Arquitectura de Computadores;L0705TP22;ET-A6, ET-A5, ET-A4, ET-A3, ET-A2, ET-A1;33;Ter;16:00:00;17:30:00;11/10/2022;Sala de Aulas normal;C6.02
1753;LETI, LEI, LEI-PL, LIGE, LIGE-PL;5;-;41;Fundamentos de Arquitectura de Computadores;L0705TP22;ET-A6, ET-A5, ET-A4, ET-A3, ET-A2, ET-A1;33;Ter;16:00:00;17:30:00;04/10/2022;Sala/anfiteatro aulas;C6.02
1754;LETI, LEI, LEI-PL, LIGE, LIGE-PL;4;-;40;Fundamentos de Arquitectura de Computadores;L0705TP22;ET-A6, ET-A5, ET-A4, ET-A3, ET-A2, ET-A1;33;Ter;16:00:00;17:30:00;27/09/2022;Sala/anfiteatro aulas;C6.02
1755;LETI, LEI, LEI-PL, LIGE, LIGE-PL;3;-;39;Fundamentos de Arquitectura de Computadores;L0705TP22;ET-A6, ET-A5, ET-A4, ET-A3, ET-A2, ET-A1;33;Ter;16:00:00;17:30:00;20/09/2022;Sala/anfiteatro aulas;C6.02
1756;LETI, LEI, LEI-PL, LIGE, LIGE-PL;2;-;38;Fundamentos de Arquitectura de Computadores;L0705TP22;ET-A6, ET-A5, ET-A4, ET-A3, ET-A2, ET-A1;33;Ter;16:00:00;17:30:00;13/09/2022;Não necessita de sala;
1757;MA, MA-UTAD, EP;15;-;51;Métodos de Pesquisa em Antropologia (2¬∫ Ciclo);01186TP01;MEPB1, MAA1, MA-A1;27;Qua;18:00:00;20:00:00;14/12/2022;Sala/anfiteatro aulas;AA2.24
1758;MA, MA-UTAD, EP;14;-;50;Métodos de Pesquisa em Antropologia (2¬∫ Ciclo);01186TP01;MEPB1, MAA1, MA-A1;27;Qua;18:00:00;20:00:00;07/12/2022;Sala Aulas Mestrado;AA2.24
1759;MA, MA-UTAD, EP;13;-;49;Métodos de Pesquisa em Antropologia (2¬∫ Ciclo);01186TP01;MEPB1, MAA1, MA-A1;27;Qua;18:00:00;20:00:00;30/11/2022;Sala Aulas Mestrado;AA2.24
1760;MA, MA-UTAD, EP;12;-;48;Métodos de Pesquisa em Antropologia (2¬∫ Ciclo);01186TP01;MEPB1, MAA1, MA-A1;27;Qua;18:00:00;20:00:00;23/11/2022;Sala Aulas Mestrado;AA2.24
1761;MA, MA-UTAD, EP;11;-;47;Métodos de Pesquisa em Antropologia (2¬∫ Ciclo);01186TP01;MEPB1, MAA1, MA-A1;27;Qua;18:00:00;20:00:00;16/11/2022;Sala Aulas Mestrado;AA2.24
1762;MA, MA-UTAD, EP;10;-;46;Métodos de Pesquisa em Antropologia (2¬∫ Ciclo);01186TP01;MEPB1, MAA1, MA-A1;27;Qua;18:00:00;20:00:00;09/11/2022;Sala Aulas Mestrado;AA2.24
1763;MA, MA-UTAD, EP;9;-;45;Métodos de Pesquisa em Antropologia (2¬∫ Ciclo);01186TP01;MEPB1, MAA1, MA-A1;27;Qua;18:00:00;20:00:00;02/11/2022;Sala Aulas Mestrado;AA2.24
1764;MA, MA-UTAD, EP;8;-;44;Métodos de Pesquisa em Antropologia (2¬∫ Ciclo);01186TP01;MEPB1, MAA1, MA-A1;27;Qua;18:00:00;20:00:00;26/10/2022;Sala Aulas Mestrado;AA2.24
1765;MA, MA-UTAD, EP;7;-;43;Métodos de Pesquisa em Antropologia (2¬∫ Ciclo);01186TP01;MEPB1, MAA1, MA-A1;27;Qua;18:00:00;20:00:00;19/10/2022;Sala Aulas Mestrado;AA2.24
1766;MA, MA-UTAD, EP;6;-;42;Métodos de Pesquisa em Antropologia (2¬∫ Ciclo);01186TP01;MEPB1, MAA1, MA-A1;27;Qua;18:00:00;20:00:00;12/10/2022;Sala Aulas Mestrado;AA2.24
1767;LP;14;-;50;Métodos de Investigação Quantitativos;L5215TP06;PB3, PB1;49;Seg;11:00:00;12:30:00;05/12/2022;Sala/anfiteatro aulas;C5.02
1768;LP;16;-;51;Métodos de Investigação Quantitativos;L5215TP06;PB3, PB1;49;Qui;13:00:00;14:30:00;15/12/2022;Sala de Aulas normal;C5.08
1769;LP;13;-;48;Métodos de Investigação Quantitativos;L5215TP06;PB3, PB1;49;Qui;13:00:00;14:30:00;24/11/2022;Sala de Aulas normal;C5.08
1770;LP;12;-;47;Métodos de Investigação Quantitativos;L5215TP06;PB3, PB1;49;Qui;13:00:00;14:30:00;17/11/2022;Sala de Aulas normal;C5.08
1771;LP;11;-;46;Métodos de Investigação Quantitativos;L5215TP06;PB3, PB1;49;Qui;13:00:00;14:30:00;10/11/2022;Sala de Aulas normal;C5.08
1772;LP;10;-;45;Métodos de Investigação Quantitativos;L5215TP06;PB3, PB1;49;Qui;13:00:00;14:30:00;03/11/2022;Sala de Aulas normal;C5.08
1773;LP;9;-;44;Métodos de Investigação Quantitativos;L5215TP06;PB3, PB1;49;Qui;13:00:00;14:30:00;27/10/2022;Sala de Aulas normal;C5.08
1774;LP;8;-;43;Métodos de Investigação Quantitativos;L5215TP06;PB3, PB1;49;Qui;13:00:00;14:30:00;20/10/2022;Sala de Aulas normal;C5.08
1775;LP;7;-;42;Métodos de Investigação Quantitativos;L5215TP06;PB3, PB1;49;Qui;13:00:00;14:30:00;13/10/2022;Sala de Aulas normal;C5.08
1776;LP;6;-;41;Métodos de Investigação Quantitativos;L5215TP06;PB3, PB1;49;Qui;13:00:00;14:30:00;06/10/2022;Sala de Aulas normal;C5.08
1777;LP;5;-;40;Métodos de Investigação Quantitativos;L5215TP06;PB3, PB1;49;Qui;13:00:00;14:30:00;29/09/2022;Sala de Aulas normal;C5.08
1778;LP;4;-;39;Métodos de Investigação Quantitativos;L5215TP06;PB3, PB1;49;Qui;13:00:00;14:30:00;22/09/2022;Sala de Aulas normal;C3.01
1779;LETI, LEI, LEI-PL, LIGE, LIGE-PL;14;-;50;Programação Orientada para Objectos;L5315PL09;EI-B4, EI-B3, EI-B2, EI-B1;34;Ter;09:30:00;11:00:00;06/12/2022;Laboratório de Informática;
1780;LETI, LEI, LEI-PL, LIGE, LIGE-PL;13;-;49;Programação Orientada para Objectos;L5315PL09;EI-B4, EI-B3, EI-B2, EI-B1;34;Ter;09:30:00;11:00:00;29/11/2022;Laboratório de Informática;D1.11
1781;LETI, LEI, LEI-PL, LIGE, LIGE-PL;12;-;48;Programação Orientada para Objectos;L5315PL09;EI-B4, EI-B3, EI-B2, EI-B1;34;Ter;09:30:00;11:00:00;22/11/2022;Laboratório de Informática;D1.11
1782;LETI, LEI, LEI-PL, LIGE, LIGE-PL;11;-;47;Programação Orientada para Objectos;L5315PL09;EI-B4, EI-B3, EI-B2, EI-B1;34;Ter;09:30:00;11:00:00;15/11/2022;Laboratório de Informática;D1.11
1783;LETI, LEI, LEI-PL, LIGE, LIGE-PL;10;-;46;Programação Orientada para Objectos;L5315PL09;EI-B4, EI-B3, EI-B2, EI-B1;34;Ter;09:30:00;11:00:00;08/11/2022;Laboratório de Informática;D1.11
1784;LETI, LEI, LEI-PL, LIGE, LIGE-PL;8;-;44;Programação Orientada para Objectos;L5315PL09;EI-B4, EI-B3, EI-B2, EI-B1;34;Ter;09:30:00;11:00:00;25/10/2022;Laboratório de Informática;D1.11
1785;LETI, LEI, LEI-PL, LIGE, LIGE-PL;7;-;43;Programação Orientada para Objectos;L5315PL09;EI-B4, EI-B3, EI-B2, EI-B1;34;Ter;09:30:00;11:00:00;18/10/2022;Laboratório de Informática;D1.11
1786;LETI, LEI, LEI-PL, LIGE, LIGE-PL;6;-;42;Programação Orientada para Objectos;L5315PL09;EI-B4, EI-B3, EI-B2, EI-B1;34;Ter;09:30:00;11:00:00;11/10/2022;Laboratório de Informática;D1.11
1787;LETI, LEI, LEI-PL, LIGE, LIGE-PL;5;-;41;Programação Orientada para Objectos;L5315PL09;EI-B4, EI-B3, EI-B2, EI-B1;34;Ter;09:30:00;11:00:00;04/10/2022;Laboratório de Informática;D1.11
1788;LETI, LEI, LEI-PL, LIGE, LIGE-PL;4;-;40;Programação Orientada para Objectos;L5315PL09;EI-B4, EI-B3, EI-B2, EI-B1;34;Ter;09:30:00;11:00:00;27/09/2022;Laboratório de Informática;D1.11
1789;LETI, LEI, LEI-PL, LIGE, LIGE-PL;3;-;39;Programação Orientada para Objectos;L5315PL09;EI-B4, EI-B3, EI-B2, EI-B1;34;Ter;09:30:00;11:00:00;20/09/2022;Laboratório de Informática;D1.11
1790;LETI, LEI, LEI-PL, LIGE, LIGE-PL;2;-;38;Programação Orientada para Objectos;L5315PL09;EI-B4, EI-B3, EI-B2, EI-B1;34;Ter;09:30:00;11:00:00;13/09/2022;Laboratório de Informática;D1.11
1791;LETI, LEI, LEI-PL, LIGE, LIGE-PL;14;-;50;Programação Orientada para Objectos;L5315PL09;EI-B4, EI-B3, EI-B2, EI-B1;34;Ter;11:00:00;12:30:00;06/12/2022;Laboratório de Informática;
1792;LETI, LEI, LEI-PL, LIGE, LIGE-PL;13;-;49;Programação Orientada para Objectos;L5315PL09;EI-B4, EI-B3, EI-B2, EI-B1;34;Ter;11:00:00;12:30:00;29/11/2022;Laboratório de Informática;D1.11
1793;LETI, LEI, LEI-PL, LIGE, LIGE-PL;12;-;48;Programação Orientada para Objectos;L5315PL09;EI-B4, EI-B3, EI-B2, EI-B1;34;Ter;11:00:00;12:30:00;22/11/2022;Laboratório de Informática;D1.11
1794;LETI, LEI, LEI-PL, LIGE, LIGE-PL;11;-;47;Programação Orientada para Objectos;L5315PL09;EI-B4, EI-B3, EI-B2, EI-B1;34;Ter;11:00:00;12:30:00;15/11/2022;Laboratório de Informática;D1.11
1795;LETI, LEI, LEI-PL, LIGE, LIGE-PL;10;-;46;Programação Orientada para Objectos;L5315PL09;EI-B4, EI-B3, EI-B2, EI-B1;34;Ter;11:00:00;12:30:00;08/11/2022;Laboratório de Informática;D1.11
1796;LETI, LEI, LEI-PL, LIGE, LIGE-PL;8;-;44;Programação Orientada para Objectos;L5315PL09;EI-B4, EI-B3, EI-B2, EI-B1;34;Ter;11:00:00;12:30:00;25/10/2022;Laboratório de Informática;D1.11
1797;LETI, LEI, LEI-PL, LIGE, LIGE-PL;7;-;43;Programação Orientada para Objectos;L5315PL09;EI-B4, EI-B3, EI-B2, EI-B1;34;Ter;11:00:00;12:30:00;18/10/2022;Laboratório de Informática;D1.11
1798;LETI, LEI, LEI-PL, LIGE, LIGE-PL;6;-;42;Programação Orientada para Objectos;L5315PL09;EI-B4, EI-B3, EI-B2, EI-B1;34;Ter;11:00:00;12:30:00;11/10/2022;Laboratório de Informática;D1.11
1799;LETI, LEI, LEI-PL, LIGE, LIGE-PL;5;-;41;Programação Orientada para Objectos;L5315PL09;EI-B4, EI-B3, EI-B2, EI-B1;34;Ter;11:00:00;12:30:00;04/10/2022;Laboratório de Informática;D1.11
1800;LETI, LEI, LEI-PL, LIGE, LIGE-PL;4;-;40;Programação Orientada para Objectos;L5315PL09;EI-B4, EI-B3, EI-B2, EI-B1;34;Ter;11:00:00;12:30:00;27/09/2022;Laboratório de Informática;D1.11
1801;LETI, LEI, LEI-PL, LIGE, LIGE-PL;3;-;39;Programação Orientada para Objectos;L5315PL09;EI-B4, EI-B3, EI-B2, EI-B1;34;Ter;11:00:00;12:30:00;20/09/2022;Laboratório de Informática;D1.11
1802;LETI, LEI, LEI-PL, LIGE, LIGE-PL;2;-;38;Programação Orientada para Objectos;L5315PL09;EI-B4, EI-B3, EI-B2, EI-B1;34;Ter;11:00:00;12:30:00;13/09/2022;Laboratório de Informática;D1.11
1803;LFC, LG, LGM, LGIL;14;-;50;Gestão do Marketing;L1805T01;GILA2, GILA1;58;Seg;09:30:00;11:00:00;05/12/2022;Sala/anfiteatro aulas;Auditório 0NE03 - Mário Murteira
1804;LFC, LG, LGM, LGIL;13;-;49;Gestão do Marketing;L1805T01;GILA2, GILA1;58;Seg;09:30:00;11:00:00;28/11/2022;Sala de Aulas normal;Auditório 0NE03 - Mário Murteira
1805;LFC, LG, LGM, LGIL;12;-;48;Gestão do Marketing;L1805T01;GILA2, GILA1;58;Seg;09:30:00;11:00:00;21/11/2022;Sala de Aulas normal;Auditório 0NE03 - Mário Murteira
1806;LFC, LG, LGM, LGIL;11;-;47;Gestão do Marketing;L1805T01;GILA2, GILA1;58;Seg;09:30:00;11:00:00;14/11/2022;Sala de Aulas normal;Auditório 0NE03 - Mário Murteira
1807;LFC, LG, LGM, LGIL;10;-;46;Gestão do Marketing;L1805T01;GILA2, GILA1;58;Seg;09:30:00;11:00:00;07/11/2022;Anfiteatro aulas;Auditório 0NE03 - Mário Murteira
1808;LFC, LG, LGM, LGIL;9;-;45;Gestão do Marketing;L1805T01;GILA2, GILA1;58;Seg;09:30:00;11:00:00;31/10/2022;Anfiteatro aulas;Auditório 0NE03 - Mário Murteira
1809;LFC, LG, LGM, LGIL;8;-;44;Gestão do Marketing;L1805T01;GILA2, GILA1;58;Seg;09:30:00;11:00:00;24/10/2022;Anfiteatro aulas;Auditório 0NE03 - Mário Murteira
1810;LFC, LG, LGM, LGIL;7;-;43;Gestão do Marketing;L1805T01;GILA2, GILA1;58;Seg;09:30:00;11:00:00;17/10/2022;Anfiteatro aulas;Auditório 0NE03 - Mário Murteira
1811;LFC, LG, LGM, LGIL;6;-;42;Gestão do Marketing;L1805T01;GILA2, GILA1;58;Seg;09:30:00;11:00:00;10/10/2022;Anfiteatro aulas;Auditório 0NE03 - Mário Murteira
1812;LFC, LG, LGM, LGIL;5;-;41;Gestão do Marketing;L1805T01;GILA2, GILA1;58;Seg;09:30:00;11:00:00;03/10/2022;Anfiteatro aulas;Auditório 0NE03 - Mário Murteira
1813;LFC, LG, LGM, LGIL;4;-;40;Gestão do Marketing;L1805T01;GILA2, GILA1;58;Seg;09:30:00;11:00:00;26/09/2022;Anfiteatro aulas;Auditório 0NE03 - Mário Murteira
